0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,target
85423,1,0,1980.0,2,2,2,2,1,1,1,1,1,1,1,1,3,0,0,0,0,0,6,14.0,11.0,12.0,29.0,0,0,0,0,12.0,12.0,12.0,12.0,36.0,36.0,36.0,36.0,4234.0
85582,1,0,1980.25,0,0,0,0,1,1,1,2,2,2,2,1,0,0,0,0,0,6,0,13.0,15.0,13.0,22.0,0,0,0,0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,4451.0
85639,0,0,1979.75,0,1,1,1,1,1,1,2,2,2,2,1,0,0,0,0,3,0,0,5.0,0.0,9.0,34.0,0,0,0,0,19.0,19.0,19.0,19.0,47.0,47.0,47.0,47.0,4521.0
85661,0,0,1980.25,0,2,2,2,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,6.0,16.0,8.0,15.0,0,0,0,0,30.0,30.0,30.0,30.0,63.0,63.0,63.0,63.0,4736.0
85718,1,0,1979.75,1,1,1,1,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2.0,3.0,13.0,8.0,0,0,0,0,37.0,37.0,37.0,37.0,73.0,73.0,73.0,73.0,4609.0
85856,0,0,1980.0,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,3,3,0,18.0,13.0,2.0,6.0,0,0,0,0,22.0,22.0,22.0,22.0,52.0,52.0,52.0,52.0,4653.0
85873,0,0,1980.0,2,2,2,2,1,1,1,2,2,2,2,1,1,1,0,0,1,0,4,13.0,12.0,6.0,16.0,0,0,0,1,42.0,42.0,42.0,42.0,80.0,80.0,80.0,80.0,4268.0
85936,0,1,1980.0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1.0,25.0,4.0,22.0,1,1,1,1,11.0,11.0,11.0,11.0,16.0,16.0,16.0,16.0,4536.0
85963,0,0,1980.5,1,1,1,1,0,1,1,3,3,3,3,1,1,1,0,0,0,0,3,14.0,19.0,12.0,2.0,0,0,0,0,26.0,26.0,26.0,26.0,59.0,59.0,59.0,59.0,4491.0
86026,1,0,1980.5,0,1,1,1,1,1,1,2,2,2,2,1,0,2,2,0,0,2,0,11.0,14.0,17.0,13.0,0,0,0,0,39.0,39.0,39.0,39.0,75.0,75.0,75.0,75.0,4280.0
86045,0,0,1980.25,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,6,0,0,15.0,23.0,33.0,15.0,0,0,0,0,22.0,22.0,22.0,22.0,51.0,51.0,51.0,51.0,4671.0
86251,0,0,1980.5,1,1,1,1,0,0,0,2,2,2,2,3,1,1,1,0,0,0,0,8.0,3.0,12.0,14.0,0,0,0,0,41.0,41.0,41.0,41.0,78.0,78.0,78.0,78.0,4539.0
86416,0,0,1980.0,1,1,1,1,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2.0,15.0,5.0,31.0,0,0,0,0,15.0,15.0,15.0,15.0,39.0,39.0,39.0,39.0,4471.0
86497,1,1,1980.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,6.0,0.0,1.0,14.0,0,1,0,1,11.0,11.0,11.0,11.0,31.0,31.0,31.0,31.0,4099.0
86637,1,1,1980.25,1,1,1,1,1,1,1,2,2,2,2,0,1,1,1,0,0,6,0,21.0,4.0,29.0,11.0,0,0,1,0,24.0,24.0,24.0,24.0,56.0,56.0,56.0,56.0,4337.0
86703,0,1,1980.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,4,0,0,11.0,9.0,12.0,21.0,1,1,1,1,11.0,11.0,11.0,11.0,15.0,15.0,15.0,15.0,4549.0
86838,1,0,1979.75,1,1,1,1,1,1,0,2,2,2,2,0,1,1,0,0,0,0,0,8.0,13.0,15.0,13.0,0,0,0,0,21.0,21.0,21.0,21.0,49.0,49.0,49.0,49.0,4541.0
86921,1,0,1980.5,0,0,0,0,1,1,1,2,2,2,2,1,0,0,0,0,2,0,0,15.0,7.0,18.0,24.0,0,0,0,0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,4203.0
86938,0,1,1980.5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,6.0,2.0,9.0,26.0,0,0,0,1,11.0,11.0,11.0,11.0,16.0,16.0,16.0,16.0,4099.0
87007,0,0,1980.0,2,0,0,0,1,1,1,2,2,2,2,1,0,0,0,0,0,6,0,9.0,23.0,23.0,21.0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4617.0
87133,1,1,1980.25,0,2,2,2,1,1,1,2,2,2,2,0,1,0,1,0,0,0,1,11.0,11.0,7.0,17.0,0,1,0,0,21.0,21.0,21.0,21.0,49.0,49.0,49.0,49.0,4495.0
87247,0,0,1980.0,0,2,2,2,1,1,1,2,2,2,2,0,0,1,0,0,0,0,0,8.0,14.0,8.0,11.0,0,1,0,0,36.0,36.0,36.0,36.0,72.0,72.0,72.0,72.0,4543.0
87293,0,0,1980.25,0,2,2,2,1,1,1,1,1,1,1,0,1,0,1,0,0,0,3,8.0,29.0,33.0,2.0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4309.0
87430,0,0,1979.75,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,3,0,0,12.0,1.0,18.0,21.0,0,0,0,0,22.0,22.0,22.0,22.0,52.0,52.0,52.0,52.0,5058.0
87642,0,0,1980.5,2,2,2,2,0,0,0,2,2,2,2,1,0,0,0,0,0,6,4,20.0,9.0,5.0,3.0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4706.0
87681,1,0,1980.0,2,2,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,9.0,7.0,10.0,7.0,0,0,0,0,22.0,22.0,22.0,22.0,53.0,53.0,53.0,53.0,4644.0
87791,1,0,1980.0,1,2,2,2,1,1,1,1,1,1,1,0,1,1,1,0,0,6,0,11.0,29.0,22.0,15.0,0,0,0,0,28.0,28.0,28.0,28.0,61.0,61.0,61.0,61.0,4535.0
87836,1,0,1980.25,2,2,2,2,1,1,1,2,2,2,2,1,1,3,1,0,6,0,0,3.0,11.0,15.0,8.0,0,0,0,0,41.0,41.0,41.0,41.0,78.0,78.0,78.0,78.0,4550.0
87856,1,0,1980.0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,1,0,0,4,10.0,5.0,31.0,0.0,0,0,0,0,34.0,34.0,34.0,34.0,68.0,68.0,68.0,68.0,4818.0
87894,0,0,1979.75,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,8.0,9.0,15.0,18.0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4499.0
88090,1,0,1979.5,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0,3,4,15.0,4.0,1.0,1.0,0,0,0,0,32.0,32.0,32.0,32.0,66.0,66.0,66.0,66.0,4498.0
88106,0,1,1980.5,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,3,3,0,0,1.0,2.0,2.0,18.0,0,0,1,1,11.0,11.0,11.0,11.0,23.0,23.0,23.0,33.0,4181.0
88182,0,1,1979.75,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,20.0,16.0,23.0,14.0,0,0,0,1,11.0,11.0,11.0,11.0,17.0,17.0,17.0,17.0,4236.0
88528,1,0,1980.0,0,2,2,2,1,1,1,2,2,2,2,0,0,0,0,0,2,0,2,16.0,16.0,8.0,12.0,0,0,0,0,35.0,35.0,35.0,35.0,69.0,69.0,69.0,69.0,4405.0
88544,0,0,1980.0,0,2,2,2,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,6.0,9.0,15.0,15.0,0,0,0,0,30.0,30.0,30.0,30.0,63.0,63.0,63.0,63.0,4227.0
88582,1,0,1979.75,1,1,1,1,0,1,0,2,2,2,2,0,1,1,1,0,0,6,0,21.0,4.0,29.0,11.0,0,0,1,0,24.0,24.0,24.0,24.0,56.0,56.0,56.0,56.0,4118.0
88769,1,1,1980.0,2,0,0,0,0,0,0,2,2,2,2,1,1,0,1,0,0,0,0,8.0,9.0,19.0,11.0,0,0,0,0,38.0,38.0,38.0,38.0,74.0,74.0,74.0,74.0,4618.0
88895,0,0,1980.0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,12.0,19.0,19.0,24.0,0,0,1,0,18.0,18.0,18.0,18.0,46.0,46.0,46.0,46.0,4399.0
89117,0,1,1980.25,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,6,0,0,15.0,3.0,30.0,22.0,1,0,1,0,11.0,11.0,11.0,11.0,26.0,26.0,26.0,26.0,3939.0
89194,0,0,1980.5,2,2,2,2,0,0,0,2,2,2,2,0,1,0,0,0,0,3,0,12.0,6.0,2.0,10.0,0,0,0,0,12.0,12.0,12.0,12.0,35.0,35.0,35.0,35.0,4146.0
89312,1,0,1980.0,0,0,0,1,1,1,1,2,2,2,2,1,0,0,1,0,6,6,0,13.0,12.0,13.0,15.0,0,0,0,1,21.0,21.0,21.0,21.0,50.0,50.0,50.0,50.0,4085.0
89372,1,0,1980.25,1,1,1,1,1,0,0,2,2,2,2,0,1,0,0,0,0,0,2,16.0,7.0,10.0,18.0,0,0,0,0,36.0,36.0,36.0,36.0,72.0,72.0,72.0,72.0,4794.0
89384,0,0,1979.75,0,0,0,1,1,1,0,2,2,2,2,0,1,0,0,0,0,0,1,19.0,13.0,19.0,9.0,0,0,0,0,37.0,37.0,37.0,37.0,73.0,73.0,73.0,73.0,5142.0
89408,0,0,1980.0,2,0,0,0,1,1,1,2,2,2,2,0,0,0,1,0,0,3,0,13.0,12.0,2.0,5.0,0,0,0,0,32.0,32.0,32.0,32.0,66.0,66.0,66.0,66.0,4863.0
89542,1,0,1979.75,2,1,1,1,1,1,1,2,2,2,2,1,0,1,0,0,4,0,0,8.0,1.0,8.0,9.0,0,0,0,0,14.0,14.0,14.0,14.0,38.0,38.0,38.0,38.0,5023.0
89646,0,1,1980.25,0,0,2,2,0,0,0,2,2,2,2,0,0,0,1,3,4,0,0,3.0,3.0,23.0,15.0,1,0,0,0,24.0,24.0,24.0,24.0,56.0,56.0,56.0,56.0,4496.0
89655,0,1,1979.75,2,2,2,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,16.0,6.0,4.0,12.0,1,1,0,0,11.0,11.0,11.0,11.0,22.0,28.0,28.0,28.0,4170.0
89719,0,0,1979.75,2,2,2,2,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,12.0,39.0,9.0,16.0,0,0,0,0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0,4471.0
89743,0,1,1980.0,0,2,2,2,0,0,1,1,1,1,1,1,0,1,0,0,3,0,0,24.0,2.0,8.0,18.0,0,1,0,0,18.0,18.0,18.0,18.0,44.0,44.0,44.0,44.0,4292.0
89792,0,0,1980.0,1,1,1,1,1,1,1,2,2,2,2,0,1,1,0,0,0,0,0,8.0,13.0,15.0,13.0,0,0,0,0,21.0,21.0,21.0,21.0,49.0,49.0,49.0,49.0,4638.0
89854,0,0,1980.25,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,4,0,4,12.0,1.0,11.0,8.0,1,1,0,0,11.0,11.0,11.0,11.0,25.0,25.0,25.0,25.0,4424.0
89935,0,1,1980.0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,6.0,30.0,3.0,2.0,1,1,0,1,11.0,11.0,11.0,11.0,26.0,26.0,26.0,26.0,4382.0
89998,1,1,1980.25,2,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,3.0,11.0,11.0,23.0,1,0,0,1,11.0,11.0,11.0,11.0,15.0,15.0,15.0,16.0,4313.0
90073,0,0,1980.5,2,0,0,0,1,1,1,2,2,2,2,1,0,1,0,0,0,0,0,7.0,21.0,15.0,9.0,0,0,0,0,30.0,30.0,30.0,30.0,63.0,63.0,63.0,63.0,4625.0
90256,0,0,1980.0,2,0,0,0,0,0,0,2,2,2,2,1,0,1,1,0,0,1,2,13.0,11.0,13.0,17.0,0,0,0,0,23.0,23.0,23.0,23.0,55.0,55.0,55.0,55.0,4385.0
90315,0,0,1980.5,1,1,1,1,1,1,1,2,2,2,2,0,0,1,0,0,2,0,0,4.0,18.0,9.0,5.0,0,0,0,0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,4624.0
90379,0,1,1980.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,6,0,2,2.0,9.0,8.0,21.0,0,1,1,1,11.0,11.0,11.0,11.0,19.0,19.0,19.0,19.0,4170.0
90524,0,0,1980.25,2,0,0,0,0,0,0,2,2,2,2,1,0,0,0,0,0,6,0,20.0,23.0,23.0,21.0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4322.0
90748,0,0,1980.25,0,0,0,0,0,0,0,2,2,2,2,0,0,1,1,0,0,3,0,4.0,12.0,1.0,18.0,0,0,0,0,15.0,15.0,15.0,15.0,39.0,39.0,39.0,39.0,4846.0
90783,0,1,1980.0,2,1,1,1,0,0,0,0,1,1,1,1,1,0,1,3,4,0,0,24.0,32.0,7.0,9.0,0,1,1,0,11.0,11.0,11.0,11.0,30.0,20.0,20.0,20.0,4418.0
90922,1,0,1980.5,1,1,1,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0,0,8.0,3.0,12.0,14.0,0,0,0,0,41.0,41.0,41.0,41.0,78.0,78.0,78.0,78.0,5031.0
90961,0,0,1980.0,1,1,1,1,1,1,1,2,2,2,2,0,0,0,1,0,0,0,0,8.0,7.0,15.0,13.0,0,0,0,0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4395.0
91022,0,0,1980.25,2,2,2,2,1,1,1,2,2,2,2,1,0,0,1,0,0,0,0,12.0,21.0,14.0,9.0,0,0,0,0,41.0,41.0,41.0,41.0,79.0,79.0,79.0,79.0,4775.0
91441,1,1,1980.0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,4,4,0,0,0.0,3.0,10.0,30.0,0,0,0,1,11.0,11.0,11.0,11.0,19.0,19.0,19.0,19.0,4090.0
91453,1,0,1980.25,0,2,2,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,11.0,20.0,12.0,14.0,0,0,0,1,22.0,22.0,22.0,22.0,51.0,51.0,51.0,51.0,4605.0
91500,0,0,1980.25,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,3,8.0,6.0,9.0,6.0,0,0,0,0,25.0,25.0,25.0,25.0,58.0,58.0,58.0,58.0,4583.0
91655,1,0,1979.75,2,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,6,0,0,16.0,18.0,4.0,19.0,0,0,0,0,17.0,17.0,17.0,17.0,41.0,41.0,41.0,41.0,4468.0
91742,1,0,1980.25,2,2,2,2,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,12.0,39.0,9.0,16.0,0,0,0,0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0,4613.0
91951,1,0,1980.0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,2,0,0,6,0,8.0,13.0,18.0,13.0,0,0,0,0,41.0,41.0,41.0,41.0,78.0,78.0,78.0,78.0,4370.0
92073,1,0,1979.5,2,2,2,2,1,1,1,2,2,2,2,0,1,0,0,0,0,0,4,3.0,9.0,8.0,0.0,0,0,0,0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,4318.0
92198,0,0,1979.75,2,2,2,2,1,1,1,2,2,2,2,1,0,0,2,0,0,4,1,21.0,5.0,3.0,12.0,0,0,0,0,16.0,16.0,16.0,16.0,40.0,40.0,40.0,40.0,4693.0
92401,0,0,1980.0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0,3,0,10.0,15.0,3.0,20.0,0,0,0,0,30.0,30.0,30.0,30.0,63.0,63.0,63.0,63.0,4673.0
92526,0,2,1980.25,0,0,0,0,1,1,1,2,2,2,2,0,0,0,1,0,0,0,0,11.0,19.0,18.0,6.0,0,0,0,0,31.0,31.0,31.0,31.0,64.0,64.0,64.0,64.0,4598.0
92544,0,0,1980.0,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0,3,3,3,6.0,1.0,5.0,3.0,0,0,1,0,34.0,34.0,34.0,34.0,68.0,68.0,68.0,68.0,4696.0
92698,0,0,1980.5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,3,0,18.0,18.0,15.0,5.0,0,0,1,0,17.0,17.0,17.0,17.0,41.0,41.0,41.0,41.0,4264.0
92783,1,0,1980.0,2,1,1,1,0,1,1,1,1,1,1,0,0,0,0,4,0,0,0,0.0,18.0,15.0,12.0,0,0,0,0,18.0,18.0,18.0,18.0,46.0,46.0,46.0,46.0,4278.0
93020,1,0,1980.25,2,2,2,2,1,1,1,2,2,2,2,1,0,0,0,0,0,0,6,9.0,20.0,19.0,2.0,0,0,0,0,31.0,31.0,31.0,31.0,65.0,65.0,65.0,65.0,4340.0
93089,1,1,1980.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,2,2.0,13.0,8.0,21.0,0,1,1,1,11.0,11.0,11.0,11.0,19.0,19.0,19.0,19.0,4330.0
93100,1,1,1980.25,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,3,4,0,4,1.0,1.0,12.0,2.0,1,1,0,0,11.0,11.0,11.0,11.0,32.0,32.0,29.0,29.0,4147.0
93136,0,0,1980.0,0,2,2,2,1,1,1,2,2,2,2,1,1,1,0,0,1,0,4,4.0,12.0,6.0,16.0,0,0,0,1,42.0,42.0,42.0,42.0,80.0,80.0,80.0,80.0,4432.0
93162,0,1,1980.5,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,11.0,11.0,11.0,11.0,1,0,0,0,11.0,11.0,11.0,11.0,15.0,15.0,15.0,15.0,4121.0
93178,1,0,1980.5,2,0,0,0,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,5.0,6.0,12.0,14.0,0,0,0,0,12.0,12.0,12.0,12.0,34.0,34.0,34.0,34.0,4334.0
93216,1,0,1980.0,2,0,0,0,1,1,1,2,2,2,2,1,0,1,1,0,0,0,1,12.0,17.0,17.0,12.0,0,0,0,0,41.0,41.0,41.0,41.0,79.0,79.0,79.0,79.0,4606.0
93229,1,0,1979.25,1,1,1,1,1,1,1,2,2,2,2,3,1,1,0,0,2,0,2,6.0,26.0,4.0,23.0,0,0,0,0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,4079.0
93351,0,0,1979.75,2,2,2,2,1,1,1,1,1,1,1,0,1,0,1,0,0,0,3,7.0,29.0,33.0,2.0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4475.0
93383,1,0,1979.75,0,0,0,0,1,0,1,2,2,2,2,1,1,1,0,0,0,0,0,6.0,42.0,15.0,9.0,0,0,0,0,30.0,30.0,30.0,30.0,63.0,63.0,63.0,63.0,4398.0
93535,0,0,1980.0,0,2,2,2,1,1,0,2,2,2,2,1,1,0,0,0,0,0,4,15.0,16.0,8.0,0.0,0,0,0,0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,4418.0
93590,0,0,1979.75,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,4,0,3,6,0.0,7.0,1.0,7.0,0,0,0,0,33.0,33.0,33.0,33.0,67.0,67.0,67.0,67.0,5034.0
93804,0,0,1980.25,2,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,3,0,16.0,20.0,15.0,5.0,0,0,1,0,17.0,17.0,17.0,17.0,41.0,41.0,41.0,41.0,4619.0
93849,1,1,1980.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,14.0,1.0,30.0,33.0,0,1,1,1,11.0,11.0,11.0,11.0,32.0,32.0,32.0,32.0,4287.0
93862,1,0,1979.75,0,0,0,0,1,1,1,2,2,2,2,0,0,1,1,0,0,0,1,13.0,17.0,17.0,12.0,0,0,0,0,41.0,41.0,41.0,41.0,79.0,79.0,79.0,79.0,4752.0
93885,0,0,1980.25,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,6,0,20.0,16.0,12.0,19.0,0,0,0,1,11.0,11.0,11.0,11.0,17.0,17.0,17.0,17.0,4142.0
93895,1,0,1979.75,2,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,5.0,19.0,18.0,22.0,0,0,0,0,31.0,31.0,31.0,31.0,64.0,64.0,64.0,64.0,4589.0
94094,1,0,1980.25,0,2,2,2,1,1,1,2,2,2,2,0,1,0,0,0,0,0,0,16.0,8.0,34.0,10.0,0,0,0,0,29.0,29.0,29.0,29.0,62.0,62.0,62.0,62.0,4532.0
94175,1,0,1980.0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,4,0,4,12.0,1.0,11.0,8.0,1,1,0,0,11.0,11.0,11.0,11.0,25.0,25.0,25.0,25.0,4645.0
94231,0,0,1979.75,0,2,2,2,0,0,0,2,2,2,2,0,0,0,2,3,0,4,1,2.0,5.0,3.0,12.0,0,0,0,0,16.0,16.0,16.0,16.0,40.0,40.0,40.0,40.0,4620.0
94304,0,0,1980.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,20.0,16.0,23.0,14.0,0,0,0,1,11.0,11.0,11.0,11.0,17.0,17.0,17.0,17.0,4472.0
94330,1,1,1980.5,2,0,0,0,1,1,1,2,2,2,2,1,1,0,0,0,0,0,4,8.0,11.0,19.0,3.0,0,0,0,0,24.0,24.0,24.0,24.0,57.0,57.0,57.0,57.0,4438.0
94409,0,0,1979.5,1,1,1,1,1,1,1,2,2,2,2,1,0,0,1,0,0,1,0,12.0,8.0,33.0,12.0,0,0,0,0,42.0,42.0,42.0,42.0,80.0,80.0,80.0,80.0,4703.0
94537,1,1,1980.5,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,0,0,0,0,8.0,13.0,21.0,36.0,0,0,1,0,38.0,38.0,38.0,38.0,74.0,74.0,74.0,74.0,4327.0
94651,0,0,1980.5,0,2,2,2,1,1,1,2,2,2,2,1,0,0,0,0,0,0,6,12.0,20.0,19.0,2.0,0,0,0,0,31.0,31.0,31.0,31.0,65.0,65.0,65.0,65.0,4400.0
94809,1,0,1980.5,2,2,2,2,0,0,0,2,2,2,2,1,1,0,0,0,0,0,0,8.0,18.0,6.0,17.0,0,0,0,0,14.0,14.0,14.0,14.0,38.0,38.0,38.0,38.0,4220.0
95128,1,0,1979.75,0,0,0,0,1,1,1,2,2,2,2,1,1,1,0,0,0,0,0,13.0,9.0,10.0,22.0,0,0,0,0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,4508.0
95153,0,0,1980.0,1,2,2,2,1,1,1,2,2,2,2,0,0,1,0,0,3,0,1,2.0,1.0,8.0,19.0,0,0,0,0,37.0,37.0,37.0,37.0,73.0,73.0,73.0,73.0,4609.0
95190,0,0,1979.75,0,2,2,2,1,1,1,2,2,2,2,1,0,1,1,0,0,0,0,8.0,4.0,14.0,4.0,1,0,0,0,32.0,32.0,32.0,32.0,66.0,66.0,66.0,66.0,4765.0
95343,1,0,1980.0,0,2,2,2,1,1,1,2,2,2,2,0,1,0,1,1,0,3,0,10.0,9.0,2.0,15.0,0,0,0,0,34.0,34.0,34.0,34.0,68.0,68.0,68.0,68.0,4715.0
95450,0,0,1979.5,0,0,0,0,1,1,1,2,2,2,2,1,0,0,0,0,2,0,2,15.0,7.0,18.0,21.0,0,0,0,0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,4746.0
95562,0,0,1980.5,0,2,2,2,0,0,1,2,2,2,2,1,0,1,0,0,0,0,0,13.0,13.0,16.0,10.0,0,0,0,0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,4466.0
95649,1,1,1980.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,3,0,6,4,2.0,17.0,2.0,3.0,0,1,0,1,11.0,11.0,11.0,11.0,30.0,30.0,30.0,30.0,4318.0
95658,0,0,1979.5,2,2,2,2,1,1,1,1,1,1,1,0,1,0,0,0,6,0,0,17.0,18.0,10.0,22.0,0,0,0,0,18.0,18.0,18.0,18.0,43.0,43.0,43.0,43.0,4327.0
95680,0,0,1980.0,2,2,2,2,1,1,1,2,2,2,2,1,0,0,0,0,0,0,6,9.0,20.0,19.0,2.0,0,0,0,0,31.0,31.0,31.0,31.0,65.0,65.0,65.0,65.0,4851.0
95776,1,0,1980.0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,6,0,8.0,23.0,23.0,21.0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4700.0
95879,1,0,1979.75,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,3,0,0,12.0,2.0,18.0,21.0,0,1,0,0,22.0,22.0,22.0,22.0,52.0,52.0,52.0,52.0,4462.0
95911,0,0,1979.75,1,1,1,1,1,1,1,2,2,2,2,1,1,0,0,0,0,3,3,4.0,8.0,3.0,1.0,0,0,0,0,30.0,30.0,30.0,30.0,63.0,63.0,63.0,63.0,4875.0
96076,0,0,1980.25,1,1,1,1,1,1,1,2,2,2,2,1,0,0,0,0,0,3,3,4.0,7.0,3.0,1.0,0,0,0,0,30.0,30.0,30.0,30.0,63.0,63.0,63.0,63.0,4535.0
96218,1,0,1980.5,1,1,1,1,0,1,0,2,2,2,2,0,1,0,0,0,3,0,6,19.0,1.0,11.0,31.0,0,0,0,0,31.0,31.0,31.0,31.0,64.0,64.0,64.0,64.0,4354.0
96554,0,0,1980.5,2,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,3,4,8.0,10.0,4.0,4.0,0,0,0,0,28.0,28.0,28.0,28.0,61.0,61.0,61.0,61.0,4664.0
96575,1,1,1980.0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,6.0,5.0,1.0,23.0,0,0,1,1,11.0,11.0,11.0,11.0,16.0,16.0,16.0,16.0,4414.0
96745,0,1,1980.5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,2,1.0,17.0,5.0,14.0,0,0,0,0,11.0,11.0,11.0,11.0,27.0,27.0,27.0,27.0,4531.0
96758,0,0,1979.75,0,2,2,2,1,1,1,2,2,2,2,0,1,0,0,4,0,0,4,0.0,9.0,8.0,0.0,0,0,0,0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,4788.0
96782,0,0,1980.25,2,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,3,0,0,7.0,3.0,14.0,30.0,0,0,0,0,22.0,22.0,22.0,22.0,54.0,54.0,54.0,54.0,4344.0
96810,0,0,1980.5,1,1,1,1,1,1,1,2,2,2,2,0,1,1,1,0,0,0,0,8.0,14.0,17.0,19.0,0,0,0,0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,4469.0
96826,0,0,1980.5,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,4,4,3,0,3.0,2.0,1.0,5.0,1,0,0,0,22.0,22.0,22.0,22.0,53.0,53.0,53.0,53.0,3880.0
96937,1,0,1980.5,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,6,0,12.0,23.0,15.0,20.0,0,0,1,0,22.0,22.0,22.0,22.0,54.0,54.0,54.0,54.0,4657.0
96998,1,0,1979.75,0,2,2,2,1,1,1,2,2,2,2,0,0,0,1,0,0,0,0,13.0,21.0,14.0,9.0,0,0,0,0,41.0,41.0,41.0,41.0,79.0,79.0,79.0,79.0,4372.0
